step,total_vehicles,avg_waiting_time,total_delay,throughput,avg_speed,total_stops,total_co2_g
501,29,6.517241379310345,1751.0,42,0.8631940694841469,28,273.96
511,28,5.25,1315.0,47,0.8433975658007659,20,210.01
521,30,4.066666666666666,1490.0,47,0.866452729573781,21,242.01
531,30,4.233333333333333,1690.0,47,0.8365541075525409,22,273.92
541,30,3.4,1729.0,48,0.85,22,286.65
551,26,4.0,1055.0,54,0.7769230769230769,14,203.03
561,27,4.666666666666667,1242.0,54,0.7851851851851852,15,229.84
571,27,6.2592592592592595,1464.0,54,0.7370341720843719,17,256.33
581,26,5.6923076923076925,1535.0,55,0.7900740361765237,19,263.01
591,26,5.769230769230769,1138.0,59,0.7230769230769233,19,210.45
601,26,6.576923076923077,1332.0,59,0.8076923076923077,19,236.67
611,27,7.592592592592593,1544.0,59,0.7777777777777777,20,262.74
621,27,5.62962962962963,1578.0,60,0.9073652539080498,19,272.35
631,24,4.625,1280.0,64,0.8916501746971802,17,226.6
641,23,3.0869565217391304,1349.0,65,0.9565217391304348,15,235.14
651,24,2.1666666666666665,1549.0,65,0.9083333333333333,16,263.27
661,24,2.0833333333333335,1598.0,66,0.8646272443403591,16,271.17
671,22,2.6363636363636362,1255.0,70,0.8500000000000001,13,220.2
681,21,3.5238095238095237,1178.0,72,0.8132684092698881,10,204.16
691,22,4.363636363636363,1338.0,72,0.8,11,226.21
701,21,4.571428571428571,1193.0,74,0.8714285714285714,10,212.22
711,20,4.8,787.0,78,0.8100000000000002,7,158.36
721,21,4.904761904761905,670.0,80,0.7952380952380952,5,140.58
731,22,5.5,791.0,80,0.7363610939147773,5,162.24
741,21,6.0,822.0,81,0.8523809523809524,5,165.6
751,21,6.571428571428571,685.0,83,0.7666666666666667,6,148.94
761,21,7.666666666666667,819.0,83,0.759998749769999,7,169.77
771,22,8.772727272727273,986.0,83,0.6545454545454545,8,189.66
781,24,7.75,1019.0,84,0.6499202369154943,10,189.36
791,25,8.28,936.0,86,0.68,11,171.72
801,25,9.72,1107.0,86,0.6999958059068098,11,194.36
811,25,9.6,1287.0,86,0.66,19,216.16
821,26,7.1923076923076925,1303.0,87,0.7997811698135135,23,220.6
831,25,5.52,1211.0,89,0.8378269700717571,26,208.58
841,26,4.5,1421.0,89,0.773970821355789,27,235.96
851,26,5.923076923076923,1641.0,89,0.6304115673117534,30,260.18
861,26,5.615384615384615,1693.0,90,0.7922771085881196,32,264.93
871,23,7.173913043478261,1346.0,94,0.8000767515592547,28,214.25
881,23,8.043478260869565,1544.0,94,0.8260830307649762,28,238.49
891,24,8.75,1749.0,94,0.6833333333333332,28,261.54
901,23,7.913043478260869,1646.0,96,0.8355451580159204,29,248.01
911,23,7.043478260869565,1257.0,100,0.8258299421717711,24,196.37
921,23,6.173913043478261,1266.0,101,0.8739130434782609,19,202.76
931,23,5.260869565217392,1426.0,101,0.877426522385691,20,228.61
941,23,4.260869565217392,1427.0,102,0.908695652173913,19,235.62
951,23,3.608695652173913,955.0,107,0.7869565217391303,13,165.77
961,24,3.3333333333333335,1098.0,107,0.858311730361209,13,191.25
971,24,4.0,1259.0,107,0.8041666666666666,15,216.52
981,23,4.913043478260869,905.0,110,0.7720392959148574,4,183.57
991,21,6.333333333333333,671.0,113,0.756891852826904,3,149.36
1001,22,7.181818181818182,812.0,113,0.7628094259490172,3,170.25
1011,23,8.130434782608695,986.0,113,0.7130434782608696,4,191.65
1021,23,6.956521739130435,867.0,115,0.719824896229077,10,174.21
1031,23,6.043478260869565,1037.0,115,0.8388563680866328,14,197.16
1041,24,5.75,1217.0,115,0.7916666666666669,15,221.47
1051,24,6.541666666666667,1415.0,115,0.7541666666666668,17,244.28
1061,24,5.458333333333333,1315.0,117,0.775855010885807,17,230.54
1071,24,5.291666666666667,1278.0,119,0.8166666666666665,18,216.51
1081,24,5.875,1357.0,120,0.775,20,222.04
1091,24,7.625,1539.0,120,0.7082023650178723,21,244.83
1101,25,7.12,1420.0,122,0.7519999999999999,22,230.92
1111,26,6.846153846153846,914.0,127,0.726923076923077,15,161.06
1121,27,6.592592592592593,1068.0,127,0.862962962962963,15,188.57
1131,27,7.2592592592592595,1234.0,127,0.7444440896169527,16,216.85
1141,26,5.5,1257.0,128,0.9115384615384615,19,226.65
1151,23,4.956521739130435,1020.0,131,0.9565217391304348,16,199.09
1161,23,4.217391304347826,1201.0,131,0.9130310032302252,16,226.87
1171,25,3.72,1424.0,131,0.704,18,252.32
1181,25,3.64,1474.0,132,0.76,17,256.47
1191,24,4.875,1255.0,135,0.7396358543417367,14,223.31
1201,25,6.28,1333.0,136,0.7718206746469006,14,227.77
1211,28,6.964285714285714,1513.0,136,0.7713868929814635,14,253.87
1221,26,5.615384615384615,1353.0,138,0.9923076923076923,10,247.33
1231,23,4.173913043478261,1014.0,142,0.9826041165401381,6,201.98
1241,22,2.5,1058.0,143,0.8909080376323201,6,209.93
1251,23,1.6956521739130435,1231.0,143,0.8590059489242599,7,234.83
1261,24,2.375,1276.0,144,0.8060106647174144,7,240.81
1271,22,4.045454545454546,1016.0,148,0.7863636363636364,5,188.53
1281,22,6.636363636363637,1059.0,149,0.65,6,188.79
1291,23,8.73913043478261,1219.0,149,0.6652173913043478,7,207.76
1301,23,7.478260869565218,1087.0,151,0.7478260869565218,10,192.37
1311,21,6.904761904761905,784.0,154,0.8619047619047618,9,158.18
1321,21,6.428571428571429,939.0,154,0.8523809523809524,11,180.35
1331,21,7.142857142857143,1102.0,154,0.7190458529126686,12,201.39
1341,22,6.181818181818182,1279.0,154,0.8454543216570112,12,222.26
1351,21,7.0476190476190474,1112.0,157,0.7904761904761906,12,187.57
1361,21,8.0,1286.0,157,0.8095238095238095,12,209.29
1371,22,8.681818181818182,1466.0,157,0.6954545454545454,14,230.17
1381,21,7.190476190476191,1175.0,160,0.8093105899076048,13,194.56
1391,22,5.590909090909091,1057.0,162,0.856962517242502,10,180.21
1401,21,5.285714285714286,1087.0,163,0.9047619047619048,7,186.03
1411,22,4.954545454545454,1237.0,163,0.7681259972939993,8,209.22
1421,22,4.318181818181818,1056.0,165,0.8332614235853849,6,194.53
1431,23,3.8260869565217392,852.0,168,0.8130413472359785,5,161.61
1441,23,3.869565217391304,1001.0,168,0.86956421751453,6,187.2
1451,23,4.521739130434782,1161.0,168,0.7086954216439547,6,211.25
