step,total_vehicles,avg_waiting_time,total_delay,throughput,avg_speed,total_stops,total_co2_g
1431,54,10.018518518518519,2920.0,282,0.8160197554782291,83,448.4
1441,57,8.385964912280702,3193.0,283,0.8513250444691244,86,488.55
1451,57,7.947368421052632,3287.0,286,0.8070175438596491,93,492.39
1461,55,8.545454545454545,3399.0,289,0.7836363636363637,99,493.51
1471,59,8.94915254237288,3830.0,289,0.7152538419834792,106,547.49
1481,58,9.844827586206897,3739.0,292,0.7120689655172413,109,545.39
1491,59,11.779661016949152,3213.0,297,0.6558496323659813,105,501.99
501,51,16.352941176470587,3796.0,48,0.6490196078431372,75,520.91
511,51,18.647058823529413,3212.0,53,0.569927222133858,73,465.2
521,50,18.06,2930.0,57,0.686,90,429.7
531,52,14.326923076923077,2962.0,59,0.8417801005504443,96,442.03
541,51,11.941176470588236,2807.0,63,0.8149935423271104,92,417.98
551,50,9.84,2790.0,66,0.814,91,414.6
561,50,7.82,2819.0,69,0.81,95,411.52
571,52,6.461538461538462,3074.0,70,0.8321364182692308,98,445.93
581,50,6.62,3243.0,72,0.84,100,461.92
591,52,7.3076923076923075,3537.0,73,0.7538461538461537,103,494.11
601,52,8.826923076923077,3740.0,74,0.7403846153846154,104,525.59
611,52,11.442307692307692,3383.0,78,0.6884615384615386,99,497.33
621,53,14.056603773584905,3063.0,82,0.6467376615878776,86,466.07
631,52,17.596153846153847,2606.0,87,0.5884615384615384,61,412.82
641,52,16.46153846153846,2366.0,91,0.78021978021978,52,381.82
651,54,14.0,2397.0,93,0.7685185185185186,48,396.09
661,55,12.327272727272728,2486.0,95,0.8163501401310953,45,413.27
671,55,11.309090909090909,2531.0,98,0.8167630241900141,48,413.9
681,56,10.839285714285714,2814.0,99,0.7553571428571428,51,451.75
691,57,11.368421052631579,3018.0,101,0.7298239797971996,53,467.24
701,60,12.283333333333333,3457.0,101,0.7033333333333334,55,521.18
711,60,14.516666666666667,3938.0,101,0.6833333333333333,58,574.81
721,60,16.683333333333334,4019.0,103,0.6233333333333334,59,588.6
731,58,20.603448275862068,3751.0,107,0.6320197044334975,56,559.69
741,57,19.649122807017545,3230.0,113,0.7106026028666254,72,494.14
751,55,17.01818181818182,2859.0,119,0.8069240094209549,67,436.6
761,56,13.642857142857142,3071.0,121,0.8322917132452579,74,458.43
771,58,10.672413793103448,3369.0,122,0.7961758513581131,89,496.52
781,59,8.440677966101696,3469.0,125,0.862027889014676,94,501.8
791,60,6.916666666666667,3679.0,127,0.8945924700923578,95,531.54
801,60,6.433333333333334,3918.0,129,0.8450000000000001,99,560.68
811,60,6.716666666666667,4165.0,131,0.8116666666666668,107,585.55
821,59,7.084745762711864,3982.0,134,0.7729626824404939,108,590.57
831,57,9.210526315789474,3311.0,140,0.7087719298245614,105,533.55
841,57,11.649122807017545,3073.0,144,0.6716791979949877,97,508.85
851,55,15.4,2852.0,148,0.5927272727272728,88,478.38
861,50,16.3,2389.0,154,0.6802902243622954,75,408.03
871,51,14.137254901960784,2376.0,157,0.7397347385023478,76,397.25
881,52,12.538461538461538,2524.0,159,0.7423076923076923,88,405.98
891,51,11.862745098039216,2716.0,161,0.7576061117984844,97,418.85
901,51,11.862745098039216,2917.0,163,0.7026588914864811,104,428.5
911,52,12.442307692307692,3207.0,164,0.6903846153846155,109,455.5
921,54,13.277777777777779,3519.0,165,0.7399043211063788,110,484.39
931,55,14.727272727272727,3968.0,165,0.7327264297445647,112,535.5
941,58,15.46551724137931,4208.0,166,0.7155168966578828,112,568.78
951,55,18.618181818181817,3709.0,171,0.7187726551339629,105,526.8
961,54,17.22222222222222,3478.0,175,0.8111707571064649,106,504.12
971,54,14.88888888888889,3122.0,180,0.8124999491343922,87,468.05
981,53,13.0,3085.0,183,0.8193344384935086,79,466.26
991,54,10.703703703703704,3074.0,186,0.8738944245072334,63,468.28
1001,51,9.470588235294118,2985.0,190,0.8957674486585264,59,451.23
1011,52,7.980769230769231,3237.0,191,0.896144541670714,59,490.85
1021,51,7.470588235294118,3315.0,194,0.8627450980392158,60,492.58
1031,54,7.055555555555555,3613.0,195,0.8222222222222223,65,530.12
1041,53,7.056603773584905,3487.0,198,0.7924528647297,69,528.3
1051,52,8.307692307692308,2870.0,203,0.726923076923077,68,484.02
1061,53,10.471698113207546,2542.0,207,0.660438732175055,59,455.6
1071,53,13.320754716981131,2148.0,212,0.6106009403931493,43,405.31
1081,51,12.529411764705882,1898.0,217,0.7941176470588235,51,356.96
1091,51,10.333333333333334,2015.0,219,0.8058823529411764,64,370.45
1101,51,8.72549019607843,2140.0,221,0.81482483092714,75,384.41
1111,51,7.627450980392157,2391.0,222,0.819607843137255,84,417.97
1121,50,7.68,2572.0,224,0.7559630704404074,93,430.87
1131,51,8.411764705882353,2883.0,225,0.7352841886382602,101,460.49
1141,50,10.1,3097.0,227,0.7059952312188049,106,469.12
1151,52,11.673076923076923,3534.0,227,0.6903846153846154,111,514.53
1161,52,13.634615384615385,3762.0,228,0.6957631775744809,111,542.18
1171,50,17.08,3308.0,233,0.6553135441872697,105,490.95
1181,50,15.32,3085.0,237,0.8064107142857142,110,462.08
1191,48,13.0625,3005.0,240,0.8104166666666668,101,459.14
1201,48,10.229166666666666,2726.0,245,0.8561747613811815,86,416.87
1211,47,7.808510638297872,2450.0,250,0.8670206976365231,73,375.24
1221,47,5.638297872340425,2664.0,251,0.9148936170212766,74,411.29
1231,46,4.413043478260869,2680.0,254,0.8804347826086957,77,408.26
1241,47,4.191489361702128,3015.0,254,0.8361672266602339,83,459.9
1251,47,4.9361702127659575,3067.0,257,0.7957446808510638,86,452.4
1261,47,5.680851063829787,3227.0,258,0.8085106382978723,90,481.77
1271,47,7.574468085106383,2679.0,263,0.6959701025759946,95,430.9
1281,46,10.26086956521739,2167.0,268,0.6434782608695652,78,377.63
1291,46,13.043478260869565,1847.0,272,0.6401548159822007,60,339.98
1301,43,12.720930232558139,1610.0,276,0.813953488372093,55,304.45
1311,43,10.651162790697674,1897.0,276,0.80374940673944,63,350.29
1321,43,8.930232558139535,1999.0,278,0.7856898453090038,72,355.33
1331,44,7.75,2127.0,280,0.7579862763453726,80,362.26
1341,45,7.6,2383.0,281,0.7488888888888889,86,386.72
1351,47,8.085106382978724,2538.0,283,0.7085106382978723,92,391.14
1361,47,9.74468085106383,2788.0,284,0.7595705878889025,94,416.45
1371,51,10.666666666666666,3147.0,284,0.7431364807540851,94,463.28
1381,53,12.20754716981132,3529.0,284,0.7528301189354554,95,513.02
1391,52,14.788461538461538,2973.0,289,0.698076923076923,86,465.9
1401,53,13.056603773584905,2691.0,293,0.7991889630017188,83,439.8
1411,52,11.01923076923077,2211.0,299,0.843171114599686,56,382.43
1421,53,9.20754716981132,2323.0,301,0.7981132075471697,64,399.65
1431,53,7.943396226415095,2322.0,304,0.8480687441029775,64,398.18
1441,53,7.037735849056604,2458.0,306,0.8323781249159037,70,417.57
1451,54,6.62962962962963,2717.0,307,0.8129629629629629,75,455.23
1461,54,7.5,3019.0,308,0.7592592592592593,82,490.8
1471,54,9.148148148148149,3461.0,308,0.7407407407407407,88,542.73
1481,54,10.907407407407407,3601.0,310,0.6925925925925925,89,555.19
1491,52,14.153846153846153,3300.0,314,0.6634615384615384,87,525.15
501,48,13.208333333333334,3575.0,50,0.7312500000000001,47,497.92
511,47,15.595744680851064,3147.0,54,0.6580834002584497,45,463.68
521,45,14.6,2596.0,59,0.8266101547220301,49,411.66
531,43,12.790697674418604,2164.0,64,0.8486143235628074,33,364.9
541,41,11.658536585365853,2045.0,68,0.848780487804878,36,333.22
551,41,10.682926829268293,2228.0,69,0.8390243902439026,39,357.85
561,39,10.666666666666666,2320.0,71,0.8461538461538461,40,363.76
571,40,10.225,2640.0,71,0.805,41,404.88
581,41,10.463414634146341,2872.0,72,0.748780487804878,43,425.88
591,41,11.853658536585366,2916.0,75,0.6951219512195121,45,407.4
601,42,12.857142857142858,2831.0,77,0.6730016104248131,45,406.39
611,42,15.642857142857142,2218.0,82,0.6380466472303207,39,347.33
621,43,18.093023255813954,1886.0,86,0.6426062335966563,27,307.42
631,43,21.11627906976744,1615.0,90,0.6395348837209303,13,267.12
641,45,18.77777777777778,1736.0,91,0.8301587301587301,20,289.09
651,46,16.434782608695652,2000.0,91,0.8636367850190042,28,339.25
661,46,14.847826086956522,2088.0,93,0.8008605366362892,33,350.45
671,47,13.297872340425531,2212.0,95,0.7851063829787234,37,360.15
681,49,12.142857142857142,2567.0,95,0.7591836734693876,45,406.76
691,49,12.428571428571429,2748.0,97,0.7020408163265307,52,415.07
701,51,13.117647058823529,3147.0,97,0.6823529411764705,58,459.43
711,52,14.538461538461538,3552.0,97,0.6942307692307692,58,505.07
721,54,14.925925925925926,3529.0,99,0.647782234874626,57,513.32
731,53,17.830188679245282,2969.0,104,0.6339622641509433,57,463.24
741,54,16.185185185185187,2539.0,109,0.7642952625322955,59,416.3
751,53,13.60377358490566,2675.0,111,0.9120506562728657,58,437.8
761,54,11.5,2704.0,114,0.7771951522033019,69,435.49
771,55,9.563636363636364,2635.0,118,0.7965003417634997,76,414.09
781,54,7.925925925925926,2791.0,120,0.874052480552955,78,436.18
791,54,7.111111111111111,3080.0,121,0.8370226776995532,82,475.79
801,55,7.4363636363636365,3396.0,122,0.7763558927497715,85,512.18
811,55,8.8,3732.0,123,0.7472727272727273,87,547.03
821,54,10.851851851851851,3874.0,125,0.7099103046952889,88,559.56
831,51,14.705882352941176,3201.0,131,0.6114336643748409,83,490.7
841,50,18.78,3110.0,134,0.5674184782608696,73,472.35
851,52,22.03846153846154,2858.0,138,0.49038461538461536,57,429.16
861,51,21.50980392156863,2738.0,141,0.7117647058823531,44,413.05
871,48,20.4375,2617.0,145,0.7149723219628966,46,384.51
881,48,18.229166666666668,2751.0,147,0.7124325064698244,60,389.96
891,47,16.319148936170212,2783.0,150,0.7488409018736107,66,379.33
901,50,13.6,3041.0,151,0.7858032786885245,68,406.64
911,50,12.86,3333.0,152,0.7699942929299765,71,438.35
921,52,12.826923076923077,3629.0,153,0.7403846153846154,72,467.88
931,54,13.61111111111111,4038.0,153,0.7611109955884306,72,519.03
941,55,14.290909090909091,4031.0,155,0.7044338538335994,72,533.11
951,53,17.358490566037737,3662.0,159,0.687979816713467,71,505.15
961,54,15.407407407407407,3350.0,163,0.8111111111111112,79,479.38
971,51,13.92156862745098,3047.0,167,0.8435964300281241,71,461.62
981,50,12.5,2506.0,173,0.7815488239281225,48,399.86
991,50,11.34,2635.0,175,0.81,53,412.26
1001,48,10.833333333333334,2774.0,177,0.8541666666666666,53,427.62
1011,48,10.583333333333334,2922.0,179,0.8104150361306109,54,439.97
1021,50,10.54,3092.0,181,0.77,56,451.11
1031,50,11.5,3483.0,181,0.7799999311392373,57,500.88
1041,51,11.843137254901961,3461.0,183,0.692156862745098,58,511.28
1051,49,15.0,2732.0,189,0.645448609271997,50,440.45
1061,47,18.893617021276597,2446.0,193,0.6371764356285167,37,405.23
1071,48,22.020833333333332,2235.0,197,0.5589608017118668,22,366.78
1081,48,20.75,2218.0,200,0.7291666666666666,39,348.55
1091,48,18.583333333333332,2437.0,201,0.7291241496598638,50,378.06
1101,49,16.142857142857142,2569.0,203,0.7698087470344506,58,388.07
1111,50,14.1,2718.0,205,0.7971455396401873,66,399.39
1121,51,12.980392156862745,2868.0,207,0.7823529411764705,71,410.43
1131,52,12.51923076923077,3152.0,208,0.7423076923076923,75,442.95
1141,54,12.37037037037037,3443.0,209,0.7351851851851853,80,474.23
1151,56,12.928571428571429,3857.0,209,0.7321428571428571,84,526.28
1161,55,13.945454545454545,3869.0,211,0.7095944871455075,83,540.88
1171,57,15.596491228070175,3501.0,215,0.6441076639825006,83,512.94
1181,56,15.089285714285714,3021.0,220,0.762978762730182,90,469.05
1191,55,13.054545454545455,2667.0,225,0.8628458498023716,73,432.84
1201,55,11.327272727272728,2768.0,227,0.7959548550429596,76,451.02
1211,54,10.092592592592593,2668.0,231,0.8017320248086306,74,430.62
1221,54,9.333333333333334,2835.0,233,0.8126262626262627,79,448.07
1231,54,9.074074074074074,3036.0,235,0.7962885493079986,82,466.22
1241,54,9.814814814814815,3470.0,235,0.7777756643085174,84,520.02
1251,55,11.145454545454545,3714.0,237,0.7218176663635449,86,533.93
1261,57,12.105263157894736,3960.0,238,0.7210526315789474,85,567.42
1271,56,14.857142857142858,3447.0,243,0.6732142857142858,80,522.92
1281,54,18.5,3190.0,247,0.6426657926439624,67,494.7
1291,54,21.90740740740741,2970.0,251,0.589553607888079,46,461.72
1301,51,21.862745098039216,2661.0,256,0.7508276037687802,44,412.74
1311,50,19.48,2787.0,258,0.904977590437505,42,428.39
1321,48,18.166666666666668,2855.0,261,0.7540331367776969,53,422.73
1331,48,16.1875,2925.0,264,0.7228567162630527,61,412.41
1341,46,15.391304347826088,3108.0,266,0.8048089180612439,63,421.86
1351,48,13.9375,3299.0,268,0.7229166666666668,66,429.86
1361,49,13.612244897959183,3697.0,268,0.7632632300520578,67,476.41
1371,52,13.73076923076923,4097.0,268,0.7403839333254983,68,524.67
1381,54,13.574074074074074,4067.0,270,0.7148148148148148,66,536.65
1391,50,16.48,3087.0,277,0.7019999999999998,58,451.47
1401,52,14.038461538461538,2905.0,280,0.8249138920780712,61,444.19
1411,51,12.294117647058824,2472.0,285,0.8192337102678698,44,406.68
1421,48,11.375,2193.0,290,0.7999999999999998,40,364.32
1431,49,9.571428571428571,2385.0,291,0.8718634994981599,42,397.01
1441,49,8.26530612244898,2387.0,294,0.8746355685131195,43,393.27
1451,50,7.5,2525.0,296,0.84599820010687,47,409.11
1461,51,7.588235294117647,2899.0,296,0.8039209990471151,50,462.35
1471,52,8.23076923076923,3309.0,296,0.7557692307692309,55,514.19
1481,51,9.294117647058824,3187.0,299,0.7260482731672127,58,507.0
1491,50,11.88,2652.0,304,0.64,55,458.73
501,49,11.918367346938776,3639.0,46,0.7918355522306277,92,500.13
511,46,14.565217391304348,3018.0,51,0.7478260869565215,83,452.84
521,46,13.021739130434783,2490.0,56,0.8130434782608696,61,404.83
531,43,12.348837209302326,2215.0,60,0.8408637873754153,33,379.11
541,42,11.357142857142858,2049.0,64,0.8302814192352296,27,348.91
551,44,9.818181818181818,2001.0,67,0.8545454545454546,24,338.16
561,45,8.866666666666667,2189.0,68,0.8511111111111112,25,368.21
571,45,8.244444444444444,2387.0,69,0.8844444444444444,25,398.94
581,48,7.75,2609.0,70,0.85,25,430.08
591,48,8.416666666666666,2955.0,70,0.8125,28,480.91
601,48,9.3125,2787.0,73,0.7337852914243079,28,471.09
611,48,12.0625,2232.0,78,0.6407567430034764,27,417.63
621,47,15.829787234042554,1903.0,83,0.5723404255319149,20,358.54
631,47,19.76595744680851,1784.0,87,0.5340425531914894,18,315.74
641,47,18.595744680851062,1991.0,88,0.7428945924526005,27,334.57
651,48,15.854166666666666,2196.0,89,0.8034970238095237,33,363.1
661,49,13.571428571428571,2316.0,91,0.7670654468684026,43,372.04
671,49,12.183673469387756,2472.0,93,0.7589931415287546,53,381.79
681,49,11.938775510204081,2749.0,94,0.7876979611987235,56,411.38
691,50,12.62,3151.0,94,0.7379900656257344,59,459.45
701,50,14.08,3574.0,94,0.7399968030487912,60,507.19
711,51,15.666666666666666,4021.0,94,0.7039215686274509,62,553.29
721,51,16.862745098039216,3826.0,97,0.6299978523445924,60,540.8
731,50,20.32,3385.0,102,0.618,57,486.23
741,51,18.0,3184.0,106,0.8106866772607236,57,457.25
751,48,16.166666666666668,2819.0,111,0.875,45,416.62
761,49,13.244897959183673,2646.0,115,0.8214072352197094,43,391.72
771,47,11.148936170212766,2503.0,119,0.8671313279530449,44,368.72
781,47,9.106382978723405,2488.0,122,0.8714285714285714,44,364.79
791,52,6.980769230769231,2815.0,122,0.8307692307692308,49,418.66
801,52,6.961538461538462,3175.0,122,0.8307672834087524,55,474.1
811,52,7.673076923076923,3350.0,124,0.7961538461538461,59,490.59
821,54,7.203703703703703,3092.0,127,0.7388888888888888,59,486.97
831,54,9.314814814814815,2541.0,132,0.7240740740740741,56,442.92
841,55,11.472727272727273,2249.0,136,0.6672727272727274,50,416.48
851,55,14.436363636363636,2009.0,140,0.5945454545454545,41,386.55
861,55,14.272727272727273,2097.0,142,0.7076461038961039,51,394.24
871,57,12.68421052631579,2456.0,142,0.7421052631578948,62,448.43
881,56,12.410714285714286,2545.0,145,0.7183348192205664,71,445.79
891,57,12.298245614035087,2765.0,147,0.6824561403508773,78,458.87
901,58,12.827586206896552,3009.0,149,0.7120286753232961,81,470.33
911,60,13.833333333333334,3262.0,151,0.6316666666666666,87,481.61
921,60,16.183333333333334,3623.0,152,0.6653658907652518,88,513.3
931,60,19.0,4100.0,152,0.6666666666666666,89,564.11
941,60,21.7,4372.0,153,0.6349996575658581,89,594.95
951,59,25.084745762711865,3933.0,158,0.599548657619674,80,547.48
961,58,23.93103448275862,3616.0,163,0.725248702667633,88,502.85
971,59,20.983050847457626,3629.0,166,0.6720447932096245,96,499.57
981,58,19.53448275862069,3572.0,170,0.6690674510717615,105,473.54
991,56,18.053571428571427,3652.0,173,0.7478896103896103,121,467.66
1001,56,15.767857142857142,3733.0,176,0.7714285714285714,129,465.03
1011,56,13.821428571428571,3949.0,178,0.7946319620182504,133,484.06
1021,57,12.385964912280702,4296.0,179,0.7578947368421053,136,522.22
1031,59,12.186440677966102,4765.0,179,0.7271177507244847,139,577.05
1041,60,12.583333333333334,4705.0,182,0.6716666666666666,139,574.66
1051,59,14.864406779661017,4540.0,185,0.6937401110079661,134,570.6
1061,58,18.25862068965517,3981.0,190,0.6025116418594901,120,524.96
1071,59,21.271186440677965,3833.0,193,0.5540540268196225,110,512.18
1081,58,20.379310344827587,3497.0,197,0.7572454201099682,103,485.33
1091,57,18.666666666666668,2901.0,203,0.7397069459416755,64,429.44
1101,57,16.912280701754387,2804.0,207,0.7823926525781119,60,407.43
1111,56,15.625,2984.0,209,0.7714285714285714,69,425.43
1121,57,14.192982456140351,3285.0,210,0.7849144507057105,72,462.65
1131,57,13.75438596491228,3622.0,211,0.7701522468222146,75,501.13
1141,58,14.172413793103448,4083.0,211,0.7706896551724138,76,557.51
1151,59,15.084745762711865,4597.0,211,0.711864406779661,79,613.78
1161,60,15.483333333333333,4467.0,214,0.6716666666666666,76,610.71
1171,58,18.396551724137932,3796.0,220,0.6534482758620688,69,547.98
1181,60,16.05,3562.0,224,0.835625244809488,69,528.31
1191,60,13.333333333333334,3354.0,228,0.830767461420607,60,520.36
1201,58,11.431034482758621,2966.0,234,0.8135611229548038,51,469.05
1211,57,9.385964912280702,3006.0,237,0.8908774002261812,51,476.96
1221,55,7.745454545454545,3074.0,240,0.9290628265612689,53,486.32
1231,56,6.321428571428571,3266.0,242,0.8892669146041915,57,512.24
1241,59,5.491525423728813,3493.0,244,0.8372881355932204,60,537.99
1251,59,5.6440677966101696,3620.0,247,0.8084683709803824,68,543.52
1261,60,5.333333333333333,3410.0,250,0.7697443405082598,67,548.24
1271,59,7.288135593220339,2903.0,255,0.7305084745762712,66,510.92
1281,58,9.586206896551724,2448.0,260,0.730989647186792,55,471.75
1291,58,11.931034482758621,2233.0,264,0.6827586206896551,45,449.23
1301,57,11.368421052631579,2363.0,266,0.768421052631579,47,465.15
1311,58,10.362068965517242,2428.0,269,0.7476388652964162,54,463.59
1321,58,9.741379310344827,2421.0,273,0.6913793103448277,70,440.6
1331,59,9.423728813559322,2639.0,275,0.7084745762711865,81,455.3
1341,58,10.310344827586206,2874.0,277,0.6931034482758621,91,469.16
1351,58,12.258620689655173,3115.0,279,0.6655172413793103,96,481.71
1361,58,14.879310344827585,3461.0,280,0.6706896551724137,97,512.54
1371,59,17.54237288135593,3938.0,280,0.6372834367820025,102,561.19
1381,60,20.216666666666665,4248.0,281,0.5983325724169614,108,589.65
1391,58,24.913793103448278,3883.0,286,0.5206896551724137,109,536.0
1401,59,23.372881355932204,3710.0,290,0.6819662966027132,130,504.5
1411,58,20.379310344827587,3622.0,294,0.7371458478149739,145,480.21
1421,58,17.086206896551722,3627.0,297,0.7519831077753625,148,480.12
1431,57,14.333333333333334,3471.0,302,0.7609746353829923,154,443.78
1441,58,11.189655172413794,3659.0,304,0.8050904920118466,166,465.13
1451,60,8.316666666666666,3973.0,305,0.8592352188258852,171,510.66
1461,60,6.483333333333333,4319.0,306,0.8516659073559549,175,559.23
1471,60,5.85,4687.0,307,0.8599994153281251,179,605.93
1481,59,5.762711864406779,4861.0,309,0.8169490536855133,181,631.79
1491,59,6.966101694915254,4517.0,313,0.7533504783227242,184,613.71
501,53,11.660377358490566,3033.0,45,0.6962264150943396,41,493.23
511,51,14.705882352941176,2544.0,50,0.6666666666666666,36,444.53
521,48,14.375,2463.0,53,0.8208333333333334,37,433.95
531,49,11.673469387755102,2434.0,56,0.8142857142857143,34,430.69
541,48,10.229166666666666,2363.0,60,0.7625000000000001,41,402.9
551,49,8.510204081632653,2509.0,62,0.8142857142857141,48,413.83
561,49,7.3061224489795915,2773.0,63,0.8693877551020408,52,447.2
571,50,6.9,3044.0,64,0.8300000000000002,55,481.06
581,53,6.716981132075472,3217.0,66,0.8169811320754717,55,497.09
591,53,7.39622641509434,3406.0,68,0.8188679245283018,57,515.69
601,52,8.442307692307692,3273.0,71,0.7521978021978021,58,512.34
611,51,10.980392156862745,2819.0,76,0.6600805839577208,56,465.42
