step,total_vehicles,avg_waiting_time,total_delay,throughput,avg_speed,total_stops,total_co2_g
501,20,18.9,1365.0,27,0.705,8,207.22
511,21,20.285714285714285,894.0,31,0.5952380952380952,9,147.46
521,20,18.9,931.0,32,0.7981339574512845,13,147.75
531,21,16.61904761904762,968.0,33,0.7619047619047619,14,150.29
541,23,14.304347826086957,1106.0,33,0.8130434782608695,14,172.72
551,24,12.875,1246.0,33,0.8416666666666667,14,197.67
561,23,12.565217391304348,1298.0,34,0.8693602325512098,14,204.29
571,23,11.956521739130435,1478.0,34,0.8260869565217391,14,229.37
581,22,13.772727272727273,1449.0,36,0.7136363636363636,15,212.63
591,23,14.478260869565217,1636.0,36,0.7043478260869565,15,233.1
601,23,15.217391304347826,1614.0,37,0.6881518008504482,15,234.72
611,21,19.61904761904762,924.0,42,0.5571428571428572,11,157.14
621,21,23.428571428571427,940.0,43,0.5571428571428572,5,153.69
631,21,27.238095238095237,1087.0,43,0.5952380952380952,6,168.96
641,22,23.09090909090909,1131.0,44,0.8668019480519482,9,169.69
651,24,18.416666666666668,1290.0,44,0.8041666666666667,12,194.7
661,24,15.666666666666666,1360.0,45,0.8791666666666668,12,202.35
671,24,13.791666666666666,1435.0,46,0.8624999999999999,12,209.82
681,23,13.173913043478262,1510.0,47,0.782567336875933,16,216.25
691,22,13.363636363636363,1584.0,48,0.7727272727272727,16,219.82
701,24,13.083333333333334,1767.0,48,0.6833333333333332,17,241.43
711,26,13.26923076923077,1968.0,48,0.6846153846153846,18,263.84
721,25,13.44,1529.0,51,0.6825298667517764,16,230.69
731,23,17.652173913043477,1054.0,55,0.6391304347826088,12,175.7
741,24,14.833333333333334,927.0,57,0.8364083122718337,10,159.44
751,23,13.217391304347826,949.0,58,0.8695652173913043,13,166.1
761,23,11.043478260869565,990.0,59,0.8431172169325586,18,171.53
771,23,9.217391304347826,1152.0,59,0.8781824064734163,19,196.95
781,24,7.916666666666667,1331.0,59,0.858272848682705,21,222.79
791,24,7.416666666666667,1432.0,60,0.8708333333333332,21,230.77
801,24,8.166666666666666,1642.0,60,0.791662229898933,22,255.96
811,24,9.833333333333334,1746.0,61,0.7374990939770516,23,259.46
821,26,10.23076923076923,1623.0,63,0.6538461538461539,21,244.75
831,25,13.04,1280.0,66,0.716,17,211.43
841,24,16.083333333333332,1129.0,68,0.7333333333333334,10,196.81
